10	Son of Mr. J. R. and Helen Kinsey, of Fort Saskatchewan, Alberta. Born Cheshire, England.	Fils de M. J. R. et Helen Kinsey, de Fort Saskatchewan, Alberta. Né à Cheshire, Angleterre.	20	187	Cheshire	OT	/ww1/ww1442.jpg	25973	0	2701	ADELAIDE CEMETERY (VILLERS-BRETONNEUX)	CIMETIÈRE D'ADELAIDE (VILLERS-BRETONNEUX)			2	France	France				08		1		UN	15		UN	1	Army	Armée	JAMES ROY LANCE	II. O. 20.	J R L	280	Somme	Villers-Bretonneux is a town 16 kilometres east of Amiens and the ADELAIDE CEMETERY is situated west of the village on the north side of the main road from Amiens to St. Quentin.	Villers-Bretonneux est un centre situé à 16 kilomètres à l'est d'Amiens. Le cimetière se trouve à l'ouest du village, du côté nord de la route principale qui va d'Amiens à Saint-Quentin.		08		ACF1E3.gif	2075	Sapper	Sapeur	283	Canadian Engineers	Génie du Canada	12	625031	KINSEY	6th Bn.		1918	
11	Son of Mrs. Jarratt, of 231, Heaton St., Hockley, Birmingham.	Fils de Mme Jarratt, de 231, Heaton St., Hockley, Birmingham.		15		UN	/ww1/ww1450.jpg	25994	0	2701	ADELAIDE CEMETERY (VILLERS-BRETONNEUX)	CIMETIÈRE D'ADELAIDE (VILLERS-BRETONNEUX)			2	France	France	1890-10-07 00:00:00.0		07	08					15			1	Army	Armée	FREDERICK WILLIAM	II. O. 11.	F W	280	Somme	Villers-Bretonneux is a town 16 kilometres east of Amiens and the ADELAIDE CEMETERY is situated west of the village on the north side of the main road from Amiens to St. Quentin.	Villers-Bretonneux est un centre situé à 16 kilomètres à l'est d'Amiens. Le cimetière se trouve à l'ouest du village, du côté nord de la route principale qui va d'Amiens à Saint-Quentin.	10	08		ACF1E3.gif	1900	Private	Soldat	1257	Canadian Infantry (New Brunswick Regiment)		13	709879	LOCKE	26th Bn.	1890	1918	
12	Son of James and Annie McKinnon, of Whycocomagh, Cape Breton, Nova Scotia.	Fils de James et Annie McKinnon, de Whycocomagh, Cap-Breton, Nouvelle-Écosse.	35	15		UN	/ww1/ww1461.jpg	26023	0	2701	ADELAIDE CEMETERY (VILLERS-BRETONNEUX)	CIMETIÈRE D'ADELAIDE (VILLERS-BRETONNEUX)			2	France	France				08					15			1	Army	Armée	JAMES FREDERICK	II. A. 9.	J F	280	Somme	Villers-Bretonneux is a town 16 kilometres east of Amiens and the ADELAIDE CEMETERY is situated west of the village on the north side of the main road from Amiens to St. Quentin.	Villers-Bretonneux est un centre situé à 16 kilomètres à l'est d'Amiens. Le cimetière se trouve à l'ouest du village, du côté nord de la route principale qui va d'Amiens à Saint-Quentin.		08		ACF1E3.gif	1900	Private	Soldat	1290	Canadian Infantry (Nova Scotia Regiment)		14	877953	MCKINNON	25th Bn.		1918	
13	Son of Charles and Louisa Miller, of Pembroke, Ontario.	Fils de Charles et Louisa Miller, de Pembroke, Ontario.	26	15		UN	/ww1/ww1471.jpg	26038	0	2701	ADELAIDE CEMETERY (VILLERS-BRETONNEUX)	CIMETIÈRE D'ADELAIDE (VILLERS-BRETONNEUX)			2	France	France	1892-01-05 00:00:00.0		05	08		1		UN	15		UN	1	Army	Armée	JOHN LOUIS	II. O. 14,	J L	280	Somme	Villers-Bretonneux is a town 16 kilometres east of Amiens and the ADELAIDE CEMETERY is situated west of the village on the north side of the main road from Amiens to St. Quentin.	Villers-Bretonneux est un centre situé à 16 kilomètres à l'est d'Amiens. Le cimetière se trouve à l'ouest du village, du côté nord de la route principale qui va d'Amiens à Saint-Quentin.	01	08		ACF1E3.gif	1900	Private	Soldat	337	Canadian Infantry (Central Ontario Regiment)		15	3033291	MILLER	20th Bn.	1892	1918	
14	Son of Thomas and Jennet Noble, of Brampton, Ontario.	Fils de Thomas et Jennet Noble, de Brampton, Ontario.	27	15		UN	/ww1/ww1478.jpg	26071	0	2701	ADELAIDE CEMETERY (VILLERS-BRETONNEUX)	CIMETIÈRE D'ADELAIDE (VILLERS-BRETONNEUX)			2	France	France	1889-10-25 00:00:00.0		25	10					15			1	Army	Armée	PETER FRANKLIN	II. L. 1.	P F	280	Somme	Villers-Bretonneux is a town 16 kilometres east of Amiens and the ADELAIDE CEMETERY is situated west of the village on the north side of the main road from Amiens to St. Quentin.	Villers-Bretonneux est un centre situé à 16 kilomètres à l'est d'Amiens. Le cimetière se trouve à l'ouest du village, du côté nord de la route principale qui va d'Amiens à Saint-Quentin.	10	08		ACF1E3.gif	1900	Private	Soldat	268	Canadian Army Service Corps		16	46639	NOBLE		1889	1918	
15	Son of William and Christina Smith, of Armstrong's Corner, Queen's County, New Brunswick.	Fils de William et Christina Smith, de Armstrong's Corner, comté de Queens, Nouveau-Brunswick.	20	15		UN	/ww1/ww1504.jpg	26181	0	2701	ADELAIDE CEMETERY (VILLERS-BRETONNEUX)	CIMETIÈRE D'ADELAIDE (VILLERS-BRETONNEUX)			2	France	France				08					15			1	Army	Armée	WILLIAM	II. O. 12.	W J	280	Somme	Villers-Bretonneux is a town 16 kilometres east of Amiens and the ADELAIDE CEMETERY is situated west of the village on the north side of the main road from Amiens to St. Quentin.	Villers-Bretonneux est un centre situé à 16 kilomètres à l'est d'Amiens. Le cimetière se trouve à l'ouest du village, du côté nord de la route principale qui va d'Amiens à Saint-Quentin.		08		ACF1E3.gif	1900	Private	Soldat	1257	Canadian Infantry (New Brunswick Regiment)		17	817168	SMITH	26th Bn.		1918	
16				15		UN	/ww1/ww1505.jpg	26187	0	2701	ADELAIDE CEMETERY (VILLERS-BRETONNEUX)	CIMETIÈRE D'ADELAIDE (VILLERS-BRETONNEUX)			2	France	France	1892-05-25 00:00:00.0		25	08					15			1	Army	Armée	FRANK CHARLES	II. F. 9.	F C	280	Somme	Villers-Bretonneux is a town 16 kilometres east of Amiens and the ADELAIDE CEMETERY is situated west of the village on the north side of the main road from Amiens to St. Quentin.	Villers-Bretonneux est un centre situé à 16 kilomètres à l'est d'Amiens. Le cimetière se trouve à l'ouest du village, du côté nord de la route principale qui va d'Amiens à Saint-Quentin.	05	08		ACF1E3.gif	1900	Private	Soldat	301	Canadian Machine Gun Corps	Corps des mitrailleurs canadiens	18	174936	SPELLER	2nd Bn.	1892	1918	
17	Son of William and Ruth Ann Veinott, of Aylesford, King's Co., Nova Scotia.	Fils de William et Ruth Ann Veinott, de Aylesford, comté de Kings, Nouvelle-Écosse.	27	15		UN	/ww1/ww1516.jpg	26241	0	2701	ADELAIDE CEMETERY (VILLERS-BRETONNEUX)	CIMETIÈRE D'ADELAIDE (VILLERS-BRETONNEUX)			2	France	France				08		1		UN	15		UN	1	Army	Armée	HERBERT OLIVER	II. O. 21.	H O	280	Somme	Villers-Bretonneux is a town 16 kilometres east of Amiens and the ADELAIDE CEMETERY is situated west of the village on the north side of the main road from Amiens to St. Quentin.	Villers-Bretonneux est un centre situé à 16 kilomètres à l'est d'Amiens. Le cimetière se trouve à l'ouest du village, du côté nord de la route principale qui va d'Amiens à Saint-Quentin.		08		ACF1E3.gif	2183	Sergeant	Sergent	1290	Canadian Infantry (Nova Scotia Regiment)		19	733729	VEINOTT	25th Bn.		1918	
18	Son of George T. and Adelaide Playfair Alexander.  Nephew of William Alexander of Toronto, Ontario.	Fils de George T. et Adelaide Playfair Alexander.  Neveu de William Alexander de Toronto, Ontario.	18	55	Santa Barbara, California	OT	/ww1/ww1358.jpg	25602	0	2701	ADELAIDE CEMETERY (VILLERS-BRETONNEUX)	CIMETIÈRE D'ADELAIDE (VILLERS-BRETONNEUX)			2	France	France	1899-11-09 00:00:00.0	1916-07-19 00:00:00.0	09	08	19	1		UN	15	Kingston	ON	1	Army	Armée	JAMES WALLACE	II. O. 19.	J W	280	Somme	Villers-Bretonneux is a town 16 kilometres east of Amiens and the ADELAIDE CEMETERY is situated west of the village on the north side of the main road from Amiens to St. Quentin.	Villers-Bretonneux est un centre situé à 16 kilomètres à l'est d'Amiens. Le cimetière se trouve à l'ouest du village, du côté nord de la route principale qui va d'Amiens à Saint-Quentin.	11	08	07	ACF1E3.gif	1261	Gunner	Artilleur	284	Canadian Field Artillery	Artillerie canadienne de campagne	20	349199	ALEXANDER	1st Bde.	1899	1918	1916
19	Son of David and Grace Barr, of Hall's Mills in Lanark Co, Ontario. His brother Wilford died on August 27, 1918 while serving with the Canadian Infantry (Eastern Ontario Regiment).	Fils de David et Grace Barr, et Hall's Mills, Lanark Co, Ontario. Son frère Wilford est décédé le 27 août 1918, alors qu'il servait dans l'infanterie canadienne (Eastern Ontario Regiment).	27	15		UN	/ww1/ww1364.jpg	25632	0	2701	ADELAIDE CEMETERY (VILLERS-BRETONNEUX)	CIMETIÈRE D'ADELAIDE (VILLERS-BRETONNEUX)			2	France	France	1891-04-20 00:00:00.0		20	08		1		UN	15	Ottawa	ON	1	Army	Armée	DAVID	I. D. 5.	D	280	Somme	Villers-Bretonneux is a town 16 kilometres east of Amiens and the ADELAIDE CEMETERY is situated west of the village on the north side of the main road from Amiens to St. Quentin.	Villers-Bretonneux est un centre situé à 16 kilomètres à l'est d'Amiens. Le cimetière se trouve à l'ouest du village, du côté nord de la route principale qui va d'Amiens à Saint-Quentin.	04	08		ACF1E3.gif	1900	Private	Soldat	474	Canadian Infantry (Eastern Ontario Regiment)		21	3320489	BARR	21st Bn.	1891	1918	
20	Son of Frank Blanchette, of Huntingdon, P.Q., Canada.	Fils de Frank Blanchette, de Huntingdon, P.Q., Canada.	25	15		UN	/ww1/ww1370.jpg	25655	0	2701	ADELAIDE CEMETERY (VILLERS-BRETONNEUX)	CIMETIÈRE D'ADELAIDE (VILLERS-BRETONNEUX)			2	France	France				08		1		UN	15	Montreal	QC	1	Army	Armée	GUY	I. F. 5.	G	280	Somme	Villers-Bretonneux is a town 16 kilometres east of Amiens and the ADELAIDE CEMETERY is situated west of the village on the north side of the main road from Amiens to St. Quentin.	Villers-Bretonneux est un centre situé à 16 kilomètres à l'est d'Amiens. Le cimetière se trouve à l'ouest du village, du côté nord de la route principale qui va d'Amiens à Saint-Quentin.		08		ACF1E3.gif	1900	Private	Soldat	1377	Canadian Infantry (Quebec Regiment)		22	3155395	BLANCHETTE	24th Bn.		1918	
21	Son of John and S. Chapman, of 4, Lea Rd., Beckenham, Kent, England.	Fils de John et S. Chapman, de 4, Lea Rd., Beckenham, Kent, Angleterre.	24	15		UN	/ww1/ww1383.jpg	25722	0	2701	ADELAIDE CEMETERY (VILLERS-BRETONNEUX)	CIMETIÈRE D'ADELAIDE (VILLERS-BRETONNEUX)			2	France	France				08		1		UN	15	Winnipeg	MB	1	Army	Armée	JOHN WILLIAM	II. O. 18.	J W	280	Somme	Villers-Bretonneux is a town 16 kilometres east of Amiens and the ADELAIDE CEMETERY is situated west of the village on the north side of the main road from Amiens to St. Quentin.	Villers-Bretonneux est un centre situé à 16 kilomètres à l'est d'Amiens. Le cimetière se trouve à l'ouest du village, du côté nord de la route principale qui va d'Amiens à Saint-Quentin.		08		ACF1E3.gif	996	Driver	Conducteur	284	Canadian Field Artillery	Artillerie canadienne de campagne	23	433	CHAPMAN	5th Bde.		1918	
22	Son of John and Catherine Clark, of Calder, Lanarkshire, Scotland.  Husband of Maggie Ann Shaw Clark, of The Smithie, Advie, Morayshire, Scotland.	Fils de John et Catherine Clark, de Calder, Lanarkshire, Écosse.  Époux de Maggie Ann Shaw Clark, de The Smithie, Advie, Morayshire, Écosse.	35	193	Glasgow	OT	/ww1/ww1385.jpg	25734	0	2701	ADELAIDE CEMETERY (VILLERS-BRETONNEUX)	CIMETIÈRE D'ADELAIDE (VILLERS-BRETONNEUX)	1914-15 Star, British War Medal, Victory Medal	Étoile de 1914-15, Médaille de la guerre Britannique, Médaille de la victoire.	2	France	France	1883-05-07 00:00:00.0	1914-09-22 00:00:00.0	07	07	22	1		UN	15	Valcartier	QC	1	Army	Armée	JOHN	II. C. 5.	J	280	Somme	Villers-Bretonneux is a town 16 kilometres east of Amiens and the ADELAIDE CEMETERY is situated west of the village on the north side of the main road from Amiens to St. Quentin.	Villers-Bretonneux est un centre situé à 16 kilomètres à l'est d'Amiens. Le cimetière se trouve à l'ouest du village, du côté nord de la route principale qui va d'Amiens à Saint-Quentin.	05	08	09	ACF1E3.gif	2398	Staff Sergeant	Sergent d'état-major	2184	Canadian Infantry (Western Ontario Regiment)		24	10973	CLARK	20th Bn	1883	1918	1914
23	Husband of Beatrice Louisa Ford, of 4, Merrywood Rd., North St., Bedminster, Bristol.	Époux de Beatrice Louisa Ford, de 4, Merrywood Rd., North St., Bedminster, Bristol.	27	15		UN	/ww1/ww1409.jpg	25856	0	2701	ADELAIDE CEMETERY (VILLERS-BRETONNEUX)	CIMETIÈRE D'ADELAIDE (VILLERS-BRETONNEUX)			2	France	France	1891-01-25 00:00:00.0		25	08					15			1	Army	Armée	ARTHUR GEORGE	II. O. 15.	A G	280	Somme	Villers-Bretonneux is a town 16 kilometres east of Amiens and the ADELAIDE CEMETERY is situated west of the village on the north side of the main road from Amiens to St. Quentin.	Villers-Bretonneux est un centre situé à 16 kilomètres à l'est d'Amiens. Le cimetière se trouve à l'ouest du village, du côté nord de la route principale qui va d'Amiens à Saint-Quentin.	01	08		ACF1E3.gif	1900	Private	Soldat	337	Canadian Infantry (Central Ontario Regiment)		25	3031936	FORD	19th Bn.	1891	1918	
24	Son of Mrs. C. Channings (formerly Harrington), of Walkerton, Ontario, and Mr. I. Harrington.	Fils de Mme C. Channings (était Harrington), de Walkerton, Ontario, et  M. I. Harrington.	20	187	Thornton Heath, Surrey	OT	/ww1/ww1424.jpg	25896	0	2701	ADELAIDE CEMETERY (VILLERS-BRETONNEUX)	CIMETIÈRE D'ADELAIDE (VILLERS-BRETONNEUX)			2	France	France	1898-05-06 00:00:00.0		06	08		1		UN	15		UN	1	Army	Armée	LEONARD	II. O. 10.	L	280	Somme	Villers-Bretonneux is a town 16 kilometres east of Amiens and the ADELAIDE CEMETERY is situated west of the village on the north side of the main road from Amiens to St. Quentin.	Villers-Bretonneux est un centre situé à 16 kilomètres à l'est d'Amiens. Le cimetière se trouve à l'ouest du village, du côté nord de la route principale qui va d'Amiens à Saint-Quentin.	05	08		ACF1E3.gif	1900	Private	Soldat	2184	Canadian Infantry (Western Ontario Regiment)		26	652269	HARRINGTON	18th Bn.	1898	1918	
25	Son of Mr. and Mrs. H. L. Harrison, of Acton, Ontario.	Fils de M. et Mme H. L. Harrison, de Acton, Ontario.	18	15		UN	/ww1/ww1424.jpg	25903	0	2701	ADELAIDE CEMETERY (VILLERS-BRETONNEUX)	CIMETIÈRE D'ADELAIDE (VILLERS-BRETONNEUX)			2	France	France				08					15			1	Army	Armée	LAURANCE TOLMIE	II. G. 18.	L T	280	Somme	Villers-Bretonneux is a town 16 kilometres east of Amiens and the ADELAIDE CEMETERY is situated west of the village on the north side of the main road from Amiens to St. Quentin.	Villers-Bretonneux est un centre situé à 16 kilomètres à l'est d'Amiens. Le cimetière se trouve à l'ouest du village, du côté nord de la route principale qui va d'Amiens à Saint-Quentin.		08		ACF1E3.gif	1900	Private	Soldat	2184	Canadian Infantry (Western Ontario Regiment)		27	928754	HARRISON	18th Bn.		1918	
26				15		UN	/ww1/ww1431.jpg	25928	0	2701	ADELAIDE CEMETERY (VILLERS-BRETONNEUX)	CIMETIÈRE D'ADELAIDE (VILLERS-BRETONNEUX)			2	France	France	1888-04-25 00:00:00.0		25	07					15			1	Army	Armée	CHARLES EDWARD	I. E. 10.	C E	280	Somme	Villers-Bretonneux is a town 16 kilometres east of Amiens and the ADELAIDE CEMETERY is situated west of the village on the north side of the main road from Amiens to St. Quentin.	Villers-Bretonneux est un centre situé à 16 kilomètres à l'est d'Amiens. Le cimetière se trouve à l'ouest du village, du côté nord de la route principale qui va d'Amiens à Saint-Quentin.	04	08		ACF1E3.gif	1261	Gunner	Artilleur	284	Canadian Field Artillery	Artillerie canadienne de campagne	28	348854	HORNIBROOK	6th Bde.	1888	1918	
